Product_ID,Model,Store,Category,Description,Quantity,Stock_Status,Outstanding_Order_Qty,store_id,Total_Positive_Units,Avg_Positive_Velocity,Max_Monthly_Units,Active_Sales_Periods,Velocity_Band,ABC_Class,Demand_Status,Stock_Band,ABC_Priority,Velocity_Priority,Reorder_Recommendation,Recommendation_Reason,Slow_Mover_Action,Slow_Mover_Reason,Inventory_Decision,Decision_Priority,Decision_Reason,Inventory_Segment
223,980533,Blanch,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,4,IN_STOCK,0,2,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (4 units),MONITOR,8,No observed positive sales with adequate stock (4 units),DEMAND MONITORING
223,980533,Cavan,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,2,IN_STOCK,0,3,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
223,980533,Dundrum,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,1,IN_STOCK,0,4,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
223,980533,Gorey,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,-2,CUSTOMER_ORDER_OUTSTANDING,2,5,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,NEGATIVE,0,0,MONITOR CUSTOMER ORDER,Negative stock linked to an outstanding customer order,NO ACTION,No current slow-mover rule breached,MONITOR CUSTOMER ORDER,4,Negative stock linked to an outstanding customer order,CUSTOMER ORDER COMMITMENT
223,980533,Navan,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,2,IN_STOCK,0,6,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
223,980533,Sandyford,MICROWAVE OVENS,DIMPLEX 20 LITRE  800 WATT BLACK MANUAL,2,IN_STOCK,0,7,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Belfast,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,1,IN_STOCK,0,1,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Blanch,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,4,IN_STOCK,0,2,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,ADEQUATE,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Cavan,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,3,IN_STOCK,0,3,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,ADEQUATE,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Dundrum,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,2,IN_STOCK,0,4,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Gorey,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,4,IN_STOCK,0,5,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,ADEQUATE,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Navan,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,2,IN_STOCK,0,6,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
224,980535,Sandyford,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT SILVER,2,IN_STOCK,0,7,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
225,980536,Belfast,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,1,IN_STOCK,0,1,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
225,980536,Blanch,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,4,IN_STOCK,0,2,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (4 units),MONITOR,8,No observed positive sales with adequate stock (4 units),DEMAND MONITORING
225,980536,Cavan,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,1,IN_STOCK,0,3,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
225,980536,Dundrum,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,2,IN_STOCK,0,4,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
225,980536,Gorey,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,4,IN_STOCK,0,5,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (4 units),MONITOR,8,No observed positive sales with adequate stock (4 units),DEMAND MONITORING
225,980536,Navan,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,2,IN_STOCK,0,6,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
225,980536,Sandyford,MICROWAVE OVENS,DIMPLEX 20 LITRE 800 WATT BLACK,2,IN_STOCK,0,7,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
226,980538,Belfast,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,1,IN_STOCK,0,1,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
226,980538,Blanch,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,0,OUT_OF_STOCK,0,2,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,OUT_OF_STOCK,2,1,REORDER,Out of stock with observed positive demand,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Out of stock with observed positive demand,REPLENISHMENT REQUIRED
226,980538,Cavan,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,1,IN_STOCK,0,3,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
226,980538,Dundrum,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,1,IN_STOCK,0,4,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
226,980538,Gorey,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,0,OUT_OF_STOCK,0,5,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,OUT_OF_STOCK,2,1,REORDER,Out of stock with observed positive demand,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Out of stock with observed positive demand,REPLENISHMENT REQUIRED
226,980538,Navan,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,2,IN_STOCK,0,6,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
226,980538,Sandyford,MICROWAVE OVENS,DIMPLEX 23 LITRE 900 WATT SILVER,1,IN_STOCK,0,7,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
227,980539,Belfast,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,2,IN_STOCK,0,1,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
227,980539,Blanch,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,2,IN_STOCK,0,2,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
227,980539,Cavan,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,2,IN_STOCK,0,3,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
227,980539,Dundrum,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,1,IN_STOCK,0,4,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
227,980539,Gorey,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,0,OUT_OF_STOCK,0,5,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,OUT_OF_STOCK,2,1,REORDER,Out of stock with observed positive demand,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Out of stock with observed positive demand,REPLENISHMENT REQUIRED
227,980539,Navan,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,0,OUT_OF_STOCK,0,6,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,OUT_OF_STOCK,2,1,REORDER,Out of stock with observed positive demand,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Out of stock with observed positive demand,REPLENISHMENT REQUIRED
227,980539,Sandyford,MICROWAVE OVENS,Dimplex Black 23L 900 Watts Microwave,2,IN_STOCK,0,7,2.0,1.0,1.0,2,LOW,B,OBSERVED_SALES,LOW,2,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
228,980543,Belfast,MICROWAVE OVENS,Sona 20L 700W White Microwave,3,IN_STOCK,0,1,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (3 units),MONITOR,8,No observed positive sales with adequate stock (3 units),DEMAND MONITORING
228,980543,Blanch,MICROWAVE OVENS,Sona 20L 700W White Microwave,2,IN_STOCK,0,2,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
228,980543,Cavan,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,3,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
228,980543,Dundrum,MICROWAVE OVENS,Sona 20L 700W White Microwave,2,IN_STOCK,0,4,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
228,980543,Gorey,MICROWAVE OVENS,Sona 20L 700W White Microwave,5,IN_STOCK,0,5,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (5 units),MONITOR,8,No observed positive sales with adequate stock (5 units),DEMAND MONITORING
228,980543,Navan,MICROWAVE OVENS,Sona 20L 700W White Microwave,5,IN_STOCK,0,6,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (5 units),MONITOR,8,No observed positive sales with adequate stock (5 units),DEMAND MONITORING
228,980543,Sandyford,MICROWAVE OVENS,Sona 20L 700W White Microwave,4,IN_STOCK,0,7,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (4 units),MONITOR,8,No observed positive sales with adequate stock (4 units),DEMAND MONITORING
234,980585,Belfast,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,1,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Blanch,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,2,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Cavan,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,3,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Dundrum,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,4,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Gorey,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,5,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Navan,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,2,IN_STOCK,0,6,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
234,980585,Sandyford,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,7,1.0,1.0,1.0,1,LOW,C,OBSERVED_SALES,LOW,1,1,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
239,980610,Belfast,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,1,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
239,980610,Blanch,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,2,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
239,980610,Cavan,MICROWAVE OVENS,Sona 20L 700W White Microwave,3,IN_STOCK,0,3,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (3 units),MONITOR,8,No observed positive sales with adequate stock (3 units),DEMAND MONITORING
239,980610,Dundrum,MICROWAVE OVENS,Sona 20L 700W White Microwave,4,IN_STOCK,0,4,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (4 units),MONITOR,8,No observed positive sales with adequate stock (4 units),DEMAND MONITORING
239,980610,Gorey,MICROWAVE OVENS,Sona 20L 700W White Microwave,1,IN_STOCK,0,5,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,LOW,0,0,NO ACTION,Stock level does not currently breach reorder rules,NO ACTION,No current slow-mover rule breached,NO ACTION,9,No current inventory intervention required,HEALTHY / NO INTERVENTION
239,980610,Navan,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,6,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
239,980610,Sandyford,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,7,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
240,980611,Belfast,MICROWAVE OVENS,Sona Black 20L 700W Microwave,0,OUT_OF_STOCK,0,1,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,OUT_OF_STOCK,0,0,REVIEW,Out of stock but no observed positive sales signal,NO ACTION,No current slow-mover rule breached,STOCK REVIEW,7,Out of stock but no observed positive sales signal,STOCK AVAILABILITY REVIEW
240,980611,Blanch,MICROWAVE OVENS,Sona Black 20L 700W Microwave,5,IN_STOCK,0,2,0.0,,,0,NO_SALES,UNCLASSIFIED,NO_OBSERVED_SALES,ADEQUATE,0,0,NO ACTION,Stock level does not currently breach reorder rules,MONITOR,No observed positive sales with adequate stock (5 units),MONITOR,8,No observed positive sales with adequate stock (5 units),DEMAND MONITORING
