Product_ID,Model,Store,Category,Description,Quantity,Stock_Status,Outstanding_Order_Qty,store_id,Total_Positive_Units,Avg_Positive_Velocity,Max_Monthly_Units,Active_Sales_Periods,Velocity_Band,ABC_Class,Demand_Status,Stock_Band,ABC_Priority,Velocity_Priority,Reorder_Recommendation,Recommendation_Reason,Slow_Mover_Action,Slow_Mover_Reason,Inventory_Decision,Decision_Priority,Decision_Reason,Inventory_Segment
255,AFB18432,Dundrum,INT FREEZERS,Whirlpool Integrated Tall Freezer,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
255,AFB18432,Navan,INT FREEZERS,Whirlpool Integrated Tall Freezer,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
273,B54CR71N0B,Blanch,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,2,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
273,B54CR71N0B,Navan,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
273,B54CR71N0B,Sandyford,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
278,B64CT73G0B,Dundrum,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
278,B64CT73G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
278,B64CT73G0B,Sandyford,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
280,B64FT53G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven with Steam,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
460,EOM6P46X,Dundrum,SINGLE OVENS,Electrolux St/St AirFry Single Oven,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
460,EOM6P46X,Sandyford,SINGLE OVENS,Electrolux St/St AirFry Single Oven,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
522,GI7812EE0G,Dundrum,INT FREEZERS,Neff N50 No Frost Integrated Freezer Fixed Hine,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
522,GI7812EE0G,Navan,INT FREEZERS,Neff N50 No Frost Integrated Freezer Fixed Hine,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
524,GIN81VEE0G,Dundrum,INT FREEZERS,Bosch Built in Freezer,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
524,GIN81VEE0G,Navan,INT FREEZERS,Bosch Built in Freezer,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
524,GIN81VEE0G,Sandyford,INT FREEZERS,Bosch Built in Freezer,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
594,HQA534BB3B,Dundrum,SINGLE OVENS,*Bosch Black Single Oven,0,OUT_OF_STOCK,0,4,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
594,HQA534BB3B,Navan,SINGLE OVENS,*Bosch Black Single Oven,0,OUT_OF_STOCK,0,6,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
594,HQA534BB3B,Sandyford,SINGLE OVENS,*Bosch Black Single Oven,0,OUT_OF_STOCK,0,7,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
621,IRBBI5150,Belfast,INT FRIDGES,Liebherr Integrated Prime BioFresh Fridge,0,OUT_OF_STOCK,0,1,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
621,IRBBI5150,Dundrum,INT FRIDGES,Liebherr Integrated Prime BioFresh Fridge,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
621,IRBBI5150,Navan,INT FRIDGES,Liebherr Integrated Prime BioFresh Fridge,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
621,IRBBI5150,Sandyford,INT FRIDGES,Liebherr Integrated Prime BioFresh Fridge,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
681,KDFGE40TX,Dundrum,DOUBLE OVENS,ELECTROLUX  D/O ENAMEL LINERS STEEL,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
681,KDFGE40TX,Navan,DOUBLE OVENS,ELECTROLUX  D/O ENAMEL LINERS STEEL,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
681,KDFGE40TX,Sandyford,DOUBLE OVENS,ELECTROLUX  D/O ENAMEL LINERS STEEL,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
686,KGE49AICAG,Dundrum,FRIDGE FREEZERS,*Bosch St/St 201x70 Fridge Freezer,0,OUT_OF_STOCK,0,4,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
686,KGE49AICAG,Navan,FRIDGE FREEZERS,*Bosch St/St 201x70 Fridge Freezer,0,OUT_OF_STOCK,0,6,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
727,KS36VVIEPG,Sandyford,FRIDGES,Siemens Inox Fridge 186 x 60cm,0,OUT_OF_STOCK,0,7,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
747,LKR555100B,Dundrum,COOKERS,Electrolux 55cm Black Cooker,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
750,LKR655200K,Dundrum,COOKERS,Electrolux 60cm Black Cooker,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
758,LNT6NE18S,Navan,INT FRIDGE FREEZERS,Electrolux Built in Fridge Freezer 70:30,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1050,S155HVX00G,Belfast,INT DISHWASHERS,Neff N50 60cm Integrated Dishwasher,0,OUT_OF_STOCK,0,1,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1050,S155HVX00G,Dundrum,INT DISHWASHERS,Neff N50 60cm Integrated Dishwasher,0,OUT_OF_STOCK,0,4,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1050,S155HVX00G,Sandyford,INT DISHWASHERS,Neff N50 60cm Integrated Dishwasher,0,OUT_OF_STOCK,0,7,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1107,SIFNDI5188,Navan,INT FREEZERS,Liebherr Int Freezer with Ice Maker,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1108,SIFNE5108,Belfast,INT FREEZERS,Liebherr Integrated No Frost Freezer,0,OUT_OF_STOCK,0,1,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1108,SIFNE5108,Dundrum,INT FREEZERS,Liebherr Integrated No Frost Freezer,0,OUT_OF_STOCK,0,4,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1108,SIFNE5108,Navan,INT FREEZERS,Liebherr Integrated No Frost Freezer,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1108,SIFNE5108,Sandyford,INT FREEZERS,Liebherr Integrated No Frost Freezer,0,OUT_OF_STOCK,0,7,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1149,SN95YX02CG,Navan,INT DISHWASHERS,Siemens IQ500 Integrated Dishwasher,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1174,T58FHW1L0,Blanch,HOBS,Neff N70 80cm Induction Hob,0,OUT_OF_STOCK,0,2,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1234,TR848A4B2,Belfast,TUMBLE DRYERS,AEG 8000 Series 8kg Heat Pump Dryer,0,OUT_OF_STOCK,0,1,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1306,WCA132WCS,Gorey,WASHING MACHINES,Miele 12946120 8kg 1400Spin Washing Machine,0,OUT_OF_STOCK,0,5,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1306,WCA132WCS,Navan,WASHING MACHINES,Miele 12946120 8kg 1400Spin Washing Machine,0,OUT_OF_STOCK,0,6,2.0,1.0,1.0,2,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1319,WEJ885WCS,Belfast,WASHING MACHINES,Miele 12774970 9kg 1600 Spin Washing Machine,0,OUT_OF_STOCK,0,1,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1319,WEJ885WCS,Navan,WASHING MACHINES,Miele 12774970 9kg 1600 Spin Washing Machine,0,OUT_OF_STOCK,0,6,1.0,1.0,1.0,1,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1397,WTH85225IE,Gorey,TUMBLE DRYERS,*Bosch Series 4 8kg Heat Pump Dryer,0,OUT_OF_STOCK,0,5,3.0,1.0,1.0,3,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
1397,WTH85225IE,Navan,TUMBLE DRYERS,*Bosch Series 4 8kg Heat Pump Dryer,0,OUT_OF_STOCK,0,6,3.0,1.0,1.0,3,LOW,A,OBSERVED_SALES,OUT_OF_STOCK,3,1,REORDER - HIGH PRIORITY,Out of stock with high demand or A-class priority,NO ACTION,No current slow-mover rule breached,PRIORITY REPLENISHMENT,2,Out of stock with high demand or A-class priority,HIGH PRIORITY REPLENISHMENT
381,DI362DQ,Dundrum,INT DISHWASHERS,Smeg Integrated Dishwasher New,1,IN_STOCK,0,4,2.0,2.0,2.0,1,MEDIUM,A,OBSERVED_SALES,LOW,3,2,REORDER,Low stock with medium velocity and high ABC importance,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Low stock with medium velocity and high ABC importance,REPLENISHMENT REQUIRED
381,DI362DQ,Navan,INT DISHWASHERS,Smeg Integrated Dishwasher New,1,IN_STOCK,0,6,2.0,2.0,2.0,1,MEDIUM,A,OBSERVED_SALES,LOW,3,2,REORDER,Low stock with medium velocity and high ABC importance,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Low stock with medium velocity and high ABC importance,REPLENISHMENT REQUIRED
381,DI362DQ,Sandyford,INT DISHWASHERS,Smeg Integrated Dishwasher New,1,IN_STOCK,0,7,2.0,2.0,2.0,1,MEDIUM,A,OBSERVED_SALES,LOW,3,2,REORDER,Low stock with medium velocity and high ABC importance,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Low stock with medium velocity and high ABC importance,REPLENISHMENT REQUIRED
439,EDHI618WD,Belfast,TUMBLE DRYERS,Electrolux 8kg Heat Pump Dryer,2,IN_STOCK,0,1,2.0,2.0,2.0,1,MEDIUM,A,OBSERVED_SALES,LOW,3,2,REORDER,Low stock with medium velocity and high ABC importance,NO ACTION,No current slow-mover rule breached,REPLENISH,3,Low stock with medium velocity and high ABC importance,REPLENISHMENT REQUIRED
