Product_ID,Model,Store,Category,Description,Quantity,Stock_Status,Outstanding_Order_Qty,store_id
228,980543,Belfast,MICROWAVE OVENS,Sona 20L 700W White Microwave,3,IN_STOCK,0,1
228,980543,Blanch,MICROWAVE OVENS,Sona 20L 700W White Microwave,2,IN_STOCK,0,2
228,980543,Cavan,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,3
228,980543,Dundrum,MICROWAVE OVENS,Sona 20L 700W White Microwave,2,IN_STOCK,0,4
228,980543,Gorey,MICROWAVE OVENS,Sona 20L 700W White Microwave,5,IN_STOCK,0,5
228,980543,Navan,MICROWAVE OVENS,Sona 20L 700W White Microwave,5,IN_STOCK,0,6
228,980543,Sandyford,MICROWAVE OVENS,Sona 20L 700W White Microwave,4,IN_STOCK,0,7
234,980585,Belfast,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,1
234,980585,Blanch,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,2
234,980585,Cavan,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,3
234,980585,Dundrum,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,4
234,980585,Gorey,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,5
234,980585,Navan,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,2,IN_STOCK,0,6
234,980585,Sandyford,MICROWAVE OVENS,Dimplex 26L 900W Combi Microwave with Grill,1,IN_STOCK,0,7
239,980610,Belfast,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,1
239,980610,Blanch,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,2
239,980610,Cavan,MICROWAVE OVENS,Sona 20L 700W White Microwave,3,IN_STOCK,0,3
239,980610,Dundrum,MICROWAVE OVENS,Sona 20L 700W White Microwave,4,IN_STOCK,0,4
239,980610,Gorey,MICROWAVE OVENS,Sona 20L 700W White Microwave,1,IN_STOCK,0,5
239,980610,Navan,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,6
239,980610,Sandyford,MICROWAVE OVENS,Sona 20L 700W White Microwave,0,OUT_OF_STOCK,0,7
240,980611,Belfast,MICROWAVE OVENS,Sona Black 20L 700W Microwave,0,OUT_OF_STOCK,0,1
240,980611,Blanch,MICROWAVE OVENS,Sona Black 20L 700W Microwave,5,IN_STOCK,0,2
240,980611,Cavan,MICROWAVE OVENS,Sona Black 20L 700W Microwave,2,IN_STOCK,0,3
240,980611,Dundrum,MICROWAVE OVENS,Sona Black 20L 700W Microwave,2,IN_STOCK,0,4
240,980611,Gorey,MICROWAVE OVENS,Sona Black 20L 700W Microwave,1,IN_STOCK,0,5
240,980611,Navan,MICROWAVE OVENS,Sona Black 20L 700W Microwave,2,IN_STOCK,0,6
240,980611,Sandyford,MICROWAVE OVENS,Sona Black 20L 700W Microwave,4,IN_STOCK,0,7
241,980612,Belfast,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,0,OUT_OF_STOCK,0,1
241,980612,Blanch,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,4,IN_STOCK,0,2
241,980612,Cavan,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,0,OUT_OF_STOCK,0,3
241,980612,Dundrum,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,4,IN_STOCK,0,4
241,980612,Gorey,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,2,IN_STOCK,0,5
241,980612,Navan,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,0,OUT_OF_STOCK,0,6
241,980612,Sandyford,MICROWAVE OVENS,Sona Sliver 20L 700W Microwave,4,IN_STOCK,0,7
242,ABK818E6NC,Belfast,INT FREEZERS,AEG Integrated Freezer,0,OUT_OF_STOCK,0,1
242,ABK818E6NC,Blanch,INT FREEZERS,AEG Integrated Freezer,2,IN_STOCK,0,2
242,ABK818E6NC,Cavan,INT FREEZERS,AEG Integrated Freezer,0,OUT_OF_STOCK,0,3
242,ABK818E6NC,Dundrum,INT FREEZERS,AEG Integrated Freezer,1,IN_STOCK,0,4
242,ABK818E6NC,Gorey,INT FREEZERS,AEG Integrated Freezer,3,IN_STOCK,0,5
242,ABK818E6NC,Navan,INT FREEZERS,AEG Integrated Freezer,0,OUT_OF_STOCK,0,6
242,ABK818E6NC,Sandyford,INT FREEZERS,AEG Integrated Freezer,0,OUT_OF_STOCK,0,7
255,AFB18432,Belfast,INT FREEZERS,Whirlpool Integrated Tall Freezer,2,IN_STOCK,0,1
255,AFB18432,Blanch,INT FREEZERS,Whirlpool Integrated Tall Freezer,1,IN_STOCK,0,2
255,AFB18432,Cavan,INT FREEZERS,Whirlpool Integrated Tall Freezer,0,OUT_OF_STOCK,0,3
255,AFB18432,Dundrum,INT FREEZERS,Whirlpool Integrated Tall Freezer,0,OUT_OF_STOCK,0,4
255,AFB18432,Gorey,INT FREEZERS,Whirlpool Integrated Tall Freezer,2,IN_STOCK,0,5
255,AFB18432,Navan,INT FREEZERS,Whirlpool Integrated Tall Freezer,0,OUT_OF_STOCK,0,6
255,AFB18432,Sandyford,INT FREEZERS,Whirlpool Integrated Tall Freezer,1,IN_STOCK,0,7
272,B54CR71G0B,Belfast,SINGLE OVENS,Neff N70 Graphite Single Oven,1,IN_STOCK,0,1
272,B54CR71G0B,Blanch,SINGLE OVENS,Neff N70 Graphite Single Oven,3,IN_STOCK,0,2
272,B54CR71G0B,Cavan,SINGLE OVENS,Neff N70 Graphite Single Oven,6,IN_STOCK,0,3
272,B54CR71G0B,Dundrum,SINGLE OVENS,Neff N70 Graphite Single Oven,1,IN_STOCK,0,4
272,B54CR71G0B,Gorey,SINGLE OVENS,Neff N70 Graphite Single Oven,-1,CUSTOMER_ORDER_OUTSTANDING,1,5
272,B54CR71G0B,Navan,SINGLE OVENS,Neff N70 Graphite Single Oven,0,OUT_OF_STOCK,0,6
272,B54CR71G0B,Sandyford,SINGLE OVENS,Neff N70 Graphite Single Oven,2,IN_STOCK,0,7
273,B54CR71N0B,Belfast,SINGLE OVENS,Neff N70 St/St Single Oven,1,IN_STOCK,0,1
273,B54CR71N0B,Blanch,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,2
273,B54CR71N0B,Cavan,SINGLE OVENS,Neff N70 St/St Single Oven,2,IN_STOCK,0,3
273,B54CR71N0B,Dundrum,SINGLE OVENS,Neff N70 St/St Single Oven,2,IN_STOCK,0,4
273,B54CR71N0B,Gorey,SINGLE OVENS,Neff N70 St/St Single Oven,4,IN_STOCK,0,5
273,B54CR71N0B,Navan,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,6
273,B54CR71N0B,Sandyford,SINGLE OVENS,Neff N70 St/St Single Oven,0,OUT_OF_STOCK,0,7
274,B58CT68H0B,Belfast,SINGLE OVENS,Neff Single Oven Home Connect,0,OUT_OF_STOCK,0,1
274,B58CT68H0B,Blanch,SINGLE OVENS,Neff Single Oven Home Connect,1,IN_STOCK,0,2
274,B58CT68H0B,Cavan,SINGLE OVENS,Neff Single Oven Home Connect,4,IN_STOCK,0,3
274,B58CT68H0B,Dundrum,SINGLE OVENS,Neff Single Oven Home Connect,0,OUT_OF_STOCK,0,4
274,B58CT68H0B,Gorey,SINGLE OVENS,Neff Single Oven Home Connect,2,IN_STOCK,0,5
274,B58CT68H0B,Navan,SINGLE OVENS,Neff Single Oven Home Connect,1,IN_STOCK,0,6
274,B58CT68H0B,Sandyford,SINGLE OVENS,Neff Single Oven Home Connect,2,IN_STOCK,0,7
277,B64CS71G0B,Belfast,SINGLE OVENS,Neff Graphite Single Oven,1,IN_STOCK,0,1
277,B64CS71G0B,Blanch,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,2
277,B64CS71G0B,Cavan,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,3
277,B64CS71G0B,Dundrum,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,4
277,B64CS71G0B,Gorey,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,5
277,B64CS71G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,6
277,B64CS71G0B,Sandyford,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,7
278,B64CT73G0B,Belfast,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,1
278,B64CT73G0B,Blanch,SINGLE OVENS,Neff Graphite Single Oven,1,IN_STOCK,0,2
278,B64CT73G0B,Cavan,SINGLE OVENS,Neff Graphite Single Oven,4,IN_STOCK,0,3
278,B64CT73G0B,Dundrum,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,4
278,B64CT73G0B,Gorey,SINGLE OVENS,Neff Graphite Single Oven,2,IN_STOCK,0,5
278,B64CT73G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,6
278,B64CT73G0B,Sandyford,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,7
280,B64FT53G0B,Belfast,SINGLE OVENS,Neff Graphite Single Oven with Steam,1,IN_STOCK,0,1
280,B64FT53G0B,Blanch,SINGLE OVENS,Neff Graphite Single Oven with Steam,2,IN_STOCK,0,2
280,B64FT53G0B,Cavan,SINGLE OVENS,Neff Graphite Single Oven with Steam,1,IN_STOCK,0,3
280,B64FT53G0B,Dundrum,SINGLE OVENS,Neff Graphite Single Oven with Steam,1,IN_STOCK,0,4
280,B64FT53G0B,Gorey,SINGLE OVENS,Neff Graphite Single Oven with Steam,1,IN_STOCK,0,5
280,B64FT53G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven with Steam,0,OUT_OF_STOCK,0,6
280,B64FT53G0B,Sandyford,SINGLE OVENS,Neff Graphite Single Oven with Steam,1,IN_STOCK,0,7
281,B64VS71G0B,Belfast,SINGLE OVENS,Neff Graphite Single Oven,1,IN_STOCK,0,1
281,B64VS71G0B,Blanch,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,2
281,B64VS71G0B,Cavan,SINGLE OVENS,Neff Graphite Single Oven,3,IN_STOCK,0,3
281,B64VS71G0B,Dundrum,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,4
281,B64VS71G0B,Gorey,SINGLE OVENS,Neff Graphite Single Oven,3,IN_STOCK,0,5
281,B64VS71G0B,Navan,SINGLE OVENS,Neff Graphite Single Oven,1,IN_STOCK,0,6
281,B64VS71G0B,Sandyford,SINGLE OVENS,Neff Graphite Single Oven,0,OUT_OF_STOCK,0,7
283,B6ACH7AG7B,Belfast,SINGLE OVENS,Neff N50 Graphite Single Oven,0,OUT_OF_STOCK,0,1
283,B6ACH7AG7B,Blanch,SINGLE OVENS,Neff N50 Graphite Single Oven,4,IN_STOCK,0,2
283,B6ACH7AG7B,Cavan,SINGLE OVENS,Neff N50 Graphite Single Oven,2,IN_STOCK,0,3
283,B6ACH7AG7B,Dundrum,SINGLE OVENS,Neff N50 Graphite Single Oven,2,IN_STOCK,0,4
283,B6ACH7AG7B,Gorey,SINGLE OVENS,Neff N50 Graphite Single Oven,0,OUT_OF_STOCK,0,5
283,B6ACH7AG7B,Navan,SINGLE OVENS,Neff N50 Graphite Single Oven,0,OUT_OF_STOCK,0,6
283,B6ACH7AG7B,Sandyford,SINGLE OVENS,Neff N50 Graphite Single Oven,1,IN_STOCK,0,7
297,BFL523MS0B,Belfast,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,2,IN_STOCK,0,1
297,BFL523MS0B,Blanch,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,2,IN_STOCK,0,2
297,BFL523MS0B,Cavan,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,4,IN_STOCK,0,3
297,BFL523MS0B,Dundrum,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,0,OUT_OF_STOCK,0,4
297,BFL523MS0B,Gorey,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,3,IN_STOCK,0,5
297,BFL523MS0B,Navan,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,0,OUT_OF_STOCK,0,6
297,BFL523MS0B,Sandyford,INT MICROWAVES,*BOSCH MICROWAVE OVENS RED DISPLAY UPTO 800W 20L 5,0,OUT_OF_STOCK,0,7
298,BFL553MB0B,Belfast,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,1,IN_STOCK,0,1
298,BFL553MB0B,Blanch,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,2,IN_STOCK,0,2
298,BFL553MB0B,Cavan,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,4,IN_STOCK,0,3
298,BFL553MB0B,Dundrum,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,0,OUT_OF_STOCK,0,4
298,BFL553MB0B,Gorey,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,2,IN_STOCK,0,5
298,BFL553MB0B,Navan,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,0,OUT_OF_STOCK,0,6
298,BFL553MB0B,Sandyford,INT MICROWAVES,BOSCH MICROWAVE OVENS RED DISPLAY UPTO 900W 25L 5,1,IN_STOCK,0,7
303,BI710C1B1B,Belfast,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,2,IN_STOCK,0,1
303,BI710C1B1B,Blanch,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,1,IN_STOCK,0,2
303,BI710C1B1B,Cavan,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,1,IN_STOCK,0,3
303,BI710C1B1B,Dundrum,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,0,OUT_OF_STOCK,0,4
303,BI710C1B1B,Gorey,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,2,IN_STOCK,0,5
303,BI710C1B1B,Navan,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,0,OUT_OF_STOCK,0,6
303,BI710C1B1B,Sandyford,WARMING DRAWERS,Siemens Black 14cm Warming Drawer,1,IN_STOCK,0,7
316,BRR29723EWW/EU,Belfast,INT FRIDGES,Samsung Built In Larder Fridge,0,OUT_OF_STOCK,0,1
316,BRR29723EWW/EU,Blanch,INT FRIDGES,Samsung Built In Larder Fridge,1,IN_STOCK,0,2
316,BRR29723EWW/EU,Cavan,INT FRIDGES,Samsung Built In Larder Fridge,3,IN_STOCK,0,3
316,BRR29723EWW/EU,Dundrum,INT FRIDGES,Samsung Built In Larder Fridge,0,OUT_OF_STOCK,0,4
316,BRR29723EWW/EU,Gorey,INT FRIDGES,Samsung Built In Larder Fridge,6,IN_STOCK,0,5
316,BRR29723EWW/EU,Navan,INT FRIDGES,Samsung Built In Larder Fridge,0,OUT_OF_STOCK,0,6
316,BRR29723EWW/EU,Sandyford,INT FRIDGES,Samsung Built In Larder Fridge,1,IN_STOCK,0,7
320,C1AMG84G1B,Belfast,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,0,OUT_OF_STOCK,0,1
320,C1AMG84G1B,Blanch,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,3,IN_STOCK,0,2
320,C1AMG84G1B,Cavan,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,4,IN_STOCK,0,3
320,C1AMG84G1B,Dundrum,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,0,OUT_OF_STOCK,0,4
320,C1AMG84G1B,Gorey,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,3,IN_STOCK,0,5
320,C1AMG84G1B,Navan,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,1,IN_STOCK,0,6
320,C1AMG84G1B,Sandyford,SINGLE OVENS,*Neff Graphite N50 Integrated Combi Microwave,1,IN_STOCK,0,7
323,C1AMG84N1B,Belfast,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,2,IN_STOCK,0,1
323,C1AMG84N1B,Blanch,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,1,IN_STOCK,0,2
323,C1AMG84N1B,Cavan,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,2,IN_STOCK,0,3
323,C1AMG84N1B,Dundrum,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,0,OUT_OF_STOCK,0,4
323,C1AMG84N1B,Gorey,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,2,IN_STOCK,0,5
323,C1AMG84N1B,Navan,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,0,OUT_OF_STOCK,0,6
323,C1AMG84N1B,Sandyford,SINGLE OVENS,*Neff St/St Integrated Combi Microwave,0,OUT_OF_STOCK,0,7
325,C24MR21G0B,Belfast,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,2,IN_STOCK,0,1
325,C24MR21G0B,Blanch,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,4,IN_STOCK,0,2
325,C24MR21G0B,Cavan,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,10,IN_STOCK,0,3
325,C24MR21G0B,Dundrum,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,0,OUT_OF_STOCK,0,4
325,C24MR21G0B,Gorey,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,7,IN_STOCK,0,5
325,C24MR21G0B,Navan,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,1,IN_STOCK,0,6
325,C24MR21G0B,Sandyford,SINGLE OVENS,Neff N70 Compact Oven with Microwave Function,1,IN_STOCK,0,7
326,C24MR21N0B,Belfast,SINGLE OVENS,Neff St/St Compact Oven with Microwave,1,IN_STOCK,0,1
326,C24MR21N0B,Blanch,SINGLE OVENS,Neff St/St Compact Oven with Microwave,1,IN_STOCK,0,2
326,C24MR21N0B,Cavan,SINGLE OVENS,Neff St/St Compact Oven with Microwave,2,IN_STOCK,0,3
326,C24MR21N0B,Dundrum,SINGLE OVENS,Neff St/St Compact Oven with Microwave,1,IN_STOCK,0,4
326,C24MR21N0B,Gorey,SINGLE OVENS,Neff St/St Compact Oven with Microwave,4,IN_STOCK,0,5
326,C24MR21N0B,Navan,SINGLE OVENS,Neff St/St Compact Oven with Microwave,0,OUT_OF_STOCK,0,6
326,C24MR21N0B,Sandyford,SINGLE OVENS,Neff St/St Compact Oven with Microwave,0,OUT_OF_STOCK,0,7
327,C24MS71G0B,Belfast,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,1
327,C24MS71G0B,Blanch,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,2,IN_STOCK,0,2
327,C24MS71G0B,Cavan,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,2,IN_STOCK,0,3
327,C24MS71G0B,Dundrum,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,4
327,C24MS71G0B,Gorey,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,4,IN_STOCK,0,5
327,C24MS71G0B,Navan,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,0,OUT_OF_STOCK,0,6
327,C24MS71G0B,Sandyford,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,7
328,C24MT73G0B,Belfast,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,1
328,C24MT73G0B,Blanch,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,2,IN_STOCK,0,2
328,C24MT73G0B,Cavan,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,3
328,C24MT73G0B,Dundrum,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,0,OUT_OF_STOCK,0,4
328,C24MT73G0B,Gorey,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,3,IN_STOCK,0,5
328,C24MT73G0B,Navan,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,0,OUT_OF_STOCK,0,6
328,C24MT73G0B,Sandyford,SINGLE OVENS,Neff Graphite Compact Oven with Microwave,1,IN_STOCK,0,7
329,C29MR21Y0B,Belfast,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,0,OUT_OF_STOCK,0,1
329,C29MR21Y0B,Blanch,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,2,IN_STOCK,0,2
329,C29MR21Y0B,Cavan,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,0,OUT_OF_STOCK,0,3
329,C29MR21Y0B,Dundrum,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,0,OUT_OF_STOCK,0,4
329,C29MR21Y0B,Gorey,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,4,IN_STOCK,0,5
329,C29MR21Y0B,Navan,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,0,OUT_OF_STOCK,0,6
329,C29MR21Y0B,Sandyford,SINGLE OVENS,Neff N 70 Flex Design Compact Oven,1,IN_STOCK,0,7
